food;ingredients;category;kitchen;food_url
Пицца с курицей, базиликом и моцареллой;томатный соус, тесто для пиццы, листья базилика, куриная грудка, оливковое масло, сыр моцарелла, кукурузная мука;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kuricej-bazilikom-mocarelloj-23576
Пицца с сосисками и помидорами;пшеничная мука, сливочное масло, молоко, сухие дрожжи, сосиски, репчатый лук, петрушка, помидоры, чеснок, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-sosiskami-pomidorami-22799
Пицца «Маргарита» в духовке;мука мелкого помола, вода, соль, свежие дрожжи, оливковое масло, сыр моцарелла, томатный соус для пиццы, зеленый базилик , молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-margarita-v-duhovke-151599
Тесто для пиццы дрожжевое;пшеничная мука, растительное масло, свежие дрожжи, сахар, соль;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/testo-dlja-picci-drozhzhevoe-32246
Пицца «Маргарита» с двумя сырами;сахар, вода, сухие дрожжи, пшеничная мука, соль, оливковое масло, чеснок, консервированные помидоры, базилик, томатная паста , сыр пармезан, сыр моцарелла, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-margarita-s-dvumja-sirami-16677
Тесто для пиццы с травами;пшеничная мука, молоко, сухие дрожжи, соль, сахар, прованские травы;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/testo-dlja-picci-s-travami-32297
Быстрая пицца на сковороде;сметана, майонез, пшеничная мука, куриное яйцо, сыр;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/bistraja-picca-na-skovorode-32380
Домашняя пицца «Маргарита»;пшеничная мука, соль, сахар, оливковое масло, вода, сухие дрожжи, сыр моцарелла для пиццы, томатный соус для пиццы, орегано;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/domashnyaya-picca-margarita--136926
Бездрожжевое тесто для пиццы;пшеничная мука, вода, оливковое масло, соль, прованские травы;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/bezdrozhzhevoe-testo-dlja-picci-42070
Пицца «Саляронни»;салями, свежие шампиньоны, легкий майонез, основа для пиццы, твердый сыр, оливковое масло, чеснок;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-saljaronni-32838
Пресное сметанное тесто для пиццы;пшеничная мука, сметана;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/presnoe-smetannoe-testo-dlja-picci-22836
Неаполитанская пицца со свежими помидорами;помидоры, пшеничная мука, молоко, сухие дрожжи, чеснок, зелень, сыр моцарелла;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/neapolitanskaja-picca-so-svezhimi-pomidorami-21119
Картофельная пицца на сковороде;картофель, помидоры, колбаса, сыр, пшеничная мука, зелень, куриное яйцо, майонез, молотый черный перец, соль;Паста и пицца;Авторская кухня;https://eda.ru/recepty/pasta-picca/kartofelnaja-picca-na-skovorode-36297
Картофельная пицца с грибами;картофель, куриное яйцо, шампиньоны, твердый сыр, помидоры, рубленая петрушка, репчатый лук, майонез, соль;Паста и пицца;Французская кухня;https://eda.ru/recepty/pasta-picca/kartofelnaja-picca-s-gribami-17736
Пицца с пепперони и сладким перцем;оливковое масло, томатный соус, тертый сыр пармезан , бекон, сладкий перец, пепперони, копченый колбасный сыр, орегано, соль, молотый черный перец, тесто для пиццы;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-pepperoni-sladkim-percem-23513
Пицца «Крудо»;томатный соус, тесто для пиццы, сыр моцарелла, сыр маскарпоне, пармская ветчина, оливковое масло extra virgin;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-krudo-32757
Пицца «Четыре сыра» на оливковом масле;тесто для пиццы, сыр моцарелла для пиццы, сыр горгонзола, сыр эмменталь, сыр пармезан, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-chetyre-syra-na-olivkovom-masle-35392
Быстрое бездрожжевое тесто для пиццы;пшеничная мука, кефир, куриное яйцо, оливковое масло, соль, сода;Паста и пицца;Русская кухня;https://eda.ru/recepty/pasta-picca/bistroe-bezdrozhzhevoe-testo-dlja-picci-45667
Пицца по-американски;пшеничная мука, куриное яйцо, полукопченая колбаса, свежие дрожжи, томатный соус, репчатый лук, сыр, черемша, морковь по-корейски, маринованный перец, маринованные грибы, салями;Паста и пицца;Американская кухня;https://eda.ru/recepty/pasta-picca/picca-po-amerikanski-15040
Пицца с сыром таледжо и цукини;тесто для пиццы, томатный соус, сыр моцарелла для пиццы, цукини, оливковое масло, сыр таледжо, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-sirom-taledzho-i-cukini-35410
Томатный соус для пиццы;помидоры, оливковое масло, лук, чеснок, сушеный базилик, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/tomatnij-sous-dlja-picci-50578
Закрытая пицца с брынзой;пшеничная мука, сахар, сухие дрожжи, соль, растительное масло, помидоры, томатная паста , молотый черный перец, зеленый лук, базилик, чеснок, сыр брынза, домашний сыр, творог, куриное яйцо;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/zakritaja-picca-s-brinzoj-17747
Пицца «Кальцоне»;вода, пшеничная мука, сливочное масло, морская соль, томатный соус, сухие дрожжи, пармская ветчина, оливковое масло, сыр моцарелла, сушеный орегано;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-kalcone-32700
Пицца с салями и ветчиной;салями, ветчина, томатный соус, тертый сыр пармезан , помидоры, тесто для пиццы;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-saljami-i-vetchinoj-37576
Быстрое бездрожжевое тесто для пиццы;пшеничная мука, кефир, куриное яйцо, оливковое масло, соль, сода;Паста и пицца;Русская кухня;https://eda.ru/recepty/pasta-picca/bistroe-bezdrozhzhevoe-testo-dlja-picci-45667
Пицца по-американски;пшеничная мука, куриное яйцо, полукопченая колбаса, свежие дрожжи, томатный соус, репчатый лук, сыр, черемша, морковь по-корейски, маринованный перец, маринованные грибы, салями;Паста и пицца;Американская кухня;https://eda.ru/recepty/pasta-picca/picca-po-amerikanski-15040
Пицца с сыром таледжо и цукини;тесто для пиццы, томатный соус, сыр моцарелла для пиццы, цукини, оливковое масло, сыр таледжо, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-sirom-taledzho-i-cukini-35410
Паста с креветками в сливочно-чесночном соусе;спагетти, креветки, сливки, сливочное масло, репчатый лук, чеснок, петрушка, соль, молотый черный перец, сыр пармезан;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-krevetkami-v-slivochno-chesnochnom-souse-55603
Паста с лисичками;лисички, паста тальятелле, томатный соус, чеснок, оливковое масло, белое сухое вино, сливочное масло, сыр пармезан, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-lisichkami-79868
Паста арраббьята;чеснок, перец чили, оливковое масло, консервированные помидоры кусочками, паста пенне, петрушка, соль, сахар, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-arrabbyata-139739
Пицца с капустой брокколи;пшеничная мука, сахар, сливочное масло, куриное яйцо, капуста брокколи, сладкий перец, зеленый лук, майонез, орехи, лимонный сок, помидоры;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kapustoj-brokkoli-18294
Пицца с сосисками и водочным соусом;вода, морская соль, сухие дрожжи, пшеничная мука, водка, жирные сливки, сыр грана-падано, итальянские сосиски, сыр моцарелла, листья базилика, оливковое масло extra virgin, чеснок, орегано, перец чили хлопьями, помидоры в собственном соку;Паста и пицца;Американская кухня;https://eda.ru/recepty/pasta-picca/picca-s-sosiskami-i-vodochnym-sousom-126439
Пицца с грибами и ветчиной;тесто для пиццы, ветчина, свежие шампиньоны, сыр, соус карри;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-gribami-i-vetchinoj-32958
Пицца с брынзой;пшеничная мука, сливочное масло, соль, вода, куриное яйцо, помидоры, репчатый лук, сыр брынза, зелень, растительное масло, молотый душистый перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-brinzoj-23535
Пицца «Хороший год»;пшеничная мука, свежие дрожжи, оливковое масло, вода, помидоры пелати, сушеный базилик, чеснок, сыр моцарелла для пиццы, шампиньоны, капуста брокколи, сладкий перец, цукини, помидоры черри, соль, молотый черный перец;Паста и пицца;Пицца дрожжевая;https://eda.ru/recepty/pasta-picca/picca-horoshiy-god-137271
Пицца с шоколадом;молоко, оливковое масло, минеральная вода, свежие дрожжи, пшеничная мука, соль, сахар, сыр моцарелла, черный шоколад 70%-ный, сыр маскарпоне, измельченные фисташки, измельченный фундук, цедра апельсина;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/picca-s-shokoladom-32452
Пицца «Четыре сезона»;пшеничная мука, вода, соль, шампиньоны, ветчина, помидоры в собственном соку, оливки без косточек, оливковое масло, сыр моцарелла;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-chetire-sezona-32702
Домашняя пицца с курицей и грибами;соль, оливковое масло, репчатый лук, шампиньоны, смесь перцев, кетчуп, майонез, чеснок, сыр, помидоры, пшеничная мука, приправа knorr «шаурма по-домашнему», сухие дрожжи, филе куриной грудки, сушеный базилик;Паста и пицца;Русская кухня;https://eda.ru/recepty/pasta-picca/domashnjaja-picca-s-kuricej-i-gribami-33929
Пицца на сковороде с колбасой и грибами;пшеничная мука, куриное яйцо, майонез, сметана, колбаса, сыр, грибы, помидоры;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/picca-na-skovorode-s-kolbasoj-i-gribami-32166
Паста с креветками в сливочно-чесночном соусе;спагетти, креветки, сливки, сливочное масло, репчатый лук, чеснок, петрушка, соль, молотый черный перец, сыр пармезан;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-krevetkami-v-slivochno-chesnochnom-souse-55603
Пицца с колбасами;куриное яйцо, жир, оливковое масло, вода, водка, сухие дрожжи, пшеничная мука, сладкий перец, кетчуп, твердый сыр, салями, майонез, вареная колбаса, варено-копченая колбаса;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kolbasami-26391
Пицца с шоколадом;молоко, оливковое масло, минеральная вода, свежие дрожжи, пшеничная мука, соль, сахар, сыр моцарелла, черный шоколад 70%-ный, сыр маскарпоне, измельченные фисташки, измельченный фундук, цедра апельсина;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/picca-s-shokoladom-32452
Пицца с колбасой;пшеничная мука, колбаса, томатный соус, репчатый лук, чеснок, твердый сыр, соль, молотый черный перец, сухие дрожжи;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kolbasoj-29178
Паста с лисичками;лисички, паста тальятелле, томатный соус, чеснок, оливковое масло, белое сухое вино, сливочное масло, сыр пармезан, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-lisichkami-79868
Грибная пицца;тесто для пиццы, сыр моцарелла, сыр рикотта, шампиньоны, оливковое масло, петрушка, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/gribnaya-picca-104248
Чикагская пицца с беконом;свежие дрожжи, вода, сахар, пшеничная мука, кукурузная мука, сливочное масло, репчатый лук, чеснок, растительное масло, сушеный орегано, помидоры конкассе, вустерширский соус, свежемолотый черный перец, перец чили хлопьями, оливковое масло, базилик, копченая грудинка, сыр моцарелла, твердый сыр, соль;Паста и пицца;Американская кухня;https://eda.ru/recepty/pasta-picca/chikagskaya-picca-92201
Мини-пиццы с ветчиной;пшеничная мука, мука грубого помола, сахар, соль, сухие дрожжи, йогурт, чеснок, томатная паста , орегано, ветчина, рукола, оливковое масло, сыр моцарелла;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/mini-picci-s-vetchinoj-19776
Кето-пицца с лисичками;лисички, сыр моцарелла для пиццы, миндальная мука, сыр чеддер, рукола, соль;Паста и пицца;Авторская кухня;https://eda.ru/recepty/pasta-picca/keto-picca-s-lisichkami-174661
Пицца-рулет;сыр, тесто для пиццы, соль, молотый черный перец, салями, куриное яйцо, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-rulet-22797
Пицца-лепешка;сахар, пшеничная мука, соль, свежие дрожжи, маргарин, чеснок, оливковое масло, розмарин;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-lepeshka-23511
Армянская пицца (Ламаджо);пшеничная мука, сода, баранина, репчатый лук, чеснок, петрушка, томатная паста , молотый черный перец, молотый красный перец, соль, мацони;Паста и пицца;Армянская кухня;https://eda.ru/recepty/pasta-picca/armjanskaja-picca-lamadzho-37723
Пицца-рулет;сыр, тесто для пиццы, соль, молотый черный перец, салями, куриное яйцо, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-rulet-22797
Пицца-лепешка;сахар, пшеничная мука, соль, свежие дрожжи, маргарин, чеснок, оливковое масло, розмарин;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-lepeshka-23511
Дрожжевое тесто для пиццы со сливочным маслом;молоко, сливочное масло, куриное яйцо, пшеничная мука, свежие дрожжи, сахар, крупная соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/drozhzhevoe-testo-dlja-picci-so-slivochnim-maslom-22540
Тесто для пиццы от Джейми Оливера;манная крупа, пшеничная мука, вода, соль, растительное масло, свежие дрожжи;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/testo-dlja-picci-ot-dzhejmi-olivera-49089
Пицца наполетана;пшеничная мука, соль, вода, консервированные помидоры кусочками, сыр моцарелла буффало, оливковое масло extra virgin;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-napoletana-28715
Пицца с курицей тикка;тикка-масала, йогурт, курица, томатный соус, тесто для пиццы, свежая кинза (кориандр), соль, сыр моцарелла, молотый черный перец;Паста и пицца;Пицца с курицей;https://eda.ru/recepty/pasta-picca/picca-s-kuricej-tikka-23463
Тонкая итальянская пицца с салями;вода, пшеничная мука, сухие дрожжи, сахар, соль, подсолнечное масло, томатный соус, помидоры, салями, шампиньоны, сыр моцарелла;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/tonkaja-italjanskaja-picca-s-saljami-46654
Пицца «Diavolo»;помидоры, репчатый лук, базилик, молотый черный перец, сыр моцарелла, варено-копченая говядина, сыр горгонзола, сухие дрожжи, оливковое масло, ржаная сеяная мука, вода, соус чили;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-diavolo-55097
Паста арраббьята;чеснок, перец чили, оливковое масло, консервированные помидоры кусочками, паста пенне, петрушка, соль, сахар, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-arrabbyata-139739
Пицца с ветчиной и шампиньонами;пшеничная мука, сливочное масло, сахар, сухие дрожжи, молоко, куриное яйцо, зеленый горошек, помидоры, шампиньоны, виноград, ветчина, зелень, майонез, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-vetchinoj-shampinonami-23043
Пицца с сельдью и яйцами;дрожжевое тесто, сельдь, сыр, помидоры, майоран, куриное яйцо, соль, растительное масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-seldju-jajcami-23540
Пицца Италия;тесто для пиццы, томатный соус, сыр моцарелла для пиццы, пармская ветчина, сыр маскарпоне, сыр пармезан, рукола, трюфельное масло, специи;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-italiya-80673
Паста со свежими помидорами;паста тальятелле, помидоры, маслины без косточек, чеснок, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-svezhimi-pomidorami-23565
Пицца «Diavolo»;помидоры, репчатый лук, базилик, молотый черный перец, сыр моцарелла, варено-копченая говядина, сыр горгонзола, сухие дрожжи, оливковое масло, ржаная сеяная мука, вода, соус чили;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-diavolo-55097
Зерновая пицца с салями;ржаная мука, мука грубого помола, оливковое масло, йогурт, газированная вода, соль, репчатый лук, сладкий перец, помидоры, консервированные помидоры, салями, сыр, тимьян, сушеный майоран, молотый белый перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/zernovaja-picca-s-saljami-22914
Пицца с сыром моцарелла и вялеными помидорами;томатная паста , мука с разрыхлителем, оливковое масло, сыр моцарелла, вяленые помидоры в масле, маслины без косточек, свежие грибы, каперсы, листья базилика, зелень, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-sirom-mocarella-vjalenimi-pomidorami-18930
Куриное филе под овощами и сыром «Спортивная пицца»;филе куриной грудки, куриное яйцо, укроп, соль, сладкий перец, сыр пармезан, томатная паста , чеснок, горчица, сметана 15%-ная, орегано, молотый черный перец;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/kurinoe-file-pod-ovoshhami-i-sirom-sportivnaja-picca-49333
Пицца Италия;тесто для пиццы, томатный соус, сыр моцарелла для пиццы, пармская ветчина, сыр маскарпоне, сыр пармезан, рукола, трюфельное масло, специи;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-italiya-80673
Тонкая итальянская пицца с салями;вода, пшеничная мука, сухие дрожжи, сахар, соль, подсолнечное масло, томатный соус, помидоры, салями, шампиньоны, сыр моцарелла;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/tonkaja-italjanskaja-picca-s-saljami-46654
Пицца с томатами, кальмарами и креветками;помидоры, тесто для пиццы, кальмары, чеснок, петрушка, креветки, оливковое масло, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-tomatami-kalmarami-krevetkami-22764
Пицца с брокколи;тесто для пиццы, сыр моцарелла, капуста брокколи, помидоры в собственном соку, оливковое масло, орегано, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-brokkoli-104247
Пицца с фетой по-гречески;тесто для пиццы, говяжий фарш, чеснок, молотая корица, сушеный орегано, молотый душистый перец, помидоры черри, красный лук, сыр фета;Паста и пицца;Греческая кухня;https://eda.ru/recepty/pasta-picca/picca-s-fetoj-po-grecheski-23425
Тесто для пиццы на сухих дрожжах;пшеничная мука, вода, сухие дрожжи, сахар, соль, растительное масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/testo-dlya-piccy-na-suhih-drozhzhah-33144
Паста со свежими помидорами;паста тальятелле, помидоры, маслины без косточек, чеснок, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-svezhimi-pomidorami-23565
Паста алла норма;баклажаны, паста пенне, оливковое масло, растительное масло, чеснок, помидоры пелати, перец чили хлопьями, сыр рикотта, базилик, тертый сыр пармезан , соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-alla-norma-125407
Пицца вегетарианская;тесто для пиццы, помидоры, сыр фета, тертый сыр, томатная паста , рукола, смесь итальянских трав, оливковое масло;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pizzavegan-50416
Пицца с беконом и овощами;сыр, тесто для пиццы, бекон, репчатый лук, помидоры, свежая спаржа, лук-порей, морковь, сливочное масло, молоко, сметана, соль, куриное яйцо, молотый черный перец, зелень;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-bekonom-ovoschami-22971
Сырная пицца с базиликом;тесто для пиццы, сливовидные помидоры, листья базилика, сыр моцарелла, сыр пекорино романо;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/sirnaja-picca-s-bazilikom-23583
Пицца «Неаполитанский калач»;пшеничная мука, молоко, свежие дрожжи, соль, растительное масло, черный душистый перец, сыр, вареная колбаса, помидоры, маслины, зелень, свиной жир;Паста и пицца;Пицца дрожжевая;https://eda.ru/recepty/pasta-picca/picca-neapolitanskij-kalach-16292
Пицца с творогом и помидорами;пшеничная мука, сливочное масло, соль, куриное яйцо, вода, творог, помидоры, сыр, молотый черный перец, петрушка;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-tvorogom-pomidorami-23041
Пицца с тонкой хрустящей основой;сметана, кефир, соль, сахар, сода, маргарин, пшеничная мука;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-tonkoj-hrustjashhej-osnovoj-42324
Пицца с беконом и овощами;сыр, тесто для пиццы, бекон, репчатый лук, помидоры, свежая спаржа, лук-порей, морковь, сливочное масло, молоко, сметана, соль, куриное яйцо, молотый черный перец, зелень;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-bekonom-ovoschami-22971
Пицца с копченым окороком;дрожжевое тесто, свиной копченый окорок, соль, молотый черный перец, орегано, помидоры, сыр, молоко, куриное яйцо;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kopchenim-okorokom-23541
Пицца с копченостями и черносливом;пшеничная мука, молоко, сухие дрожжи, сахар, куриное яйцо, соль, копчености, чернослив, растительное масло, помидоры, чеснок, репчатый лук, карри;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kopchenostjami-chernoslivom-23091
Пицца с цветной капустой;пшеничная мука, кефир, куриное яйцо, соль, сода, цветная капуста, морковь, зеленый горошек, репчатый лук, помидоры, зелень, сыр;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-cvetnoj-kapustoj-22950
Лахмаджун (Азербайджанская пицца);сливочное масло, бараний фарш, репчатый лук, помидоры, петрушка, пшеничная мука, сухие дрожжи, вода, сахар, молоко, соль, молотый перец чили;Паста и пицца;Азербайджанская кухня;https://eda.ru/recepty/pasta-picca/lahmadzhun-azerbajdzhanskaja-picca-38531
Паста с баклажанами;спагетти, баклажаны, помидоры, чеснок;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-baklazhanami-24951
Пицца с грибами и зеленью;пшеничная мука, молоко, растительное масло, соль, молотый черный перец, шампиньоны, свежие дрожжи, шпик, куриное яйцо, лимонный сок, зелень;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-gribami-zelenju-22763
