food;ingredients;category;kitchen;food_url
Ризотто с копченым сыром;рис для ризотто, белое сухое вино, куриный бульон, чеснок, лук-шалот, оливковое масло, соль, сыр пармезан, сыр скаморца, сливочное масло, лук-сибулет;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kopchenym-syrom-140520
Ризотто с морскими гадами;рис арборио, коктейль из морепродуктов, мидии, лангустины, тигровые креветки, белое сухое вино, оливковое масло, репчатый лук, рыбный бульон, рубленая петрушка, чеснок, молотый белый перец, морская соль, кайенский перец;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-morskimi-gadami-25567
Ризотто с грибами и пармезаном;круглый рис, куриный бульон, репчатый лук, чеснок, свежие грибы, сыр пармезан, растительное масло;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribami-i-parmezanom-17433
Ризотто с тыквой и пармезаном;рис, тыква, сливочное масло, сыр пармезан, белое сухое вино, оливковое масло, лук-шалот, овощной бульон, молотый черный перец, соль;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-tykvoy-i-parmezanom-137578
Ризотто с тыквой и колбасой;сливочное масло, оливковое масло, свиная колбаса с чесноком, рис арборио, тыква, куриный бульон, тертый сыр пармезан , соль, молотый черный перец, рубленая петрушка;Ризотто;Американская кухня;https://eda.ru/recepty/rizotto/rizotto-s-tikvoj-i-kolbasoj-18974
Ризотто с помидорами (Кардинале);базилик, оливковое масло, специи, соль, рис карнароли, томатный соус, мясной бульон, сыр пармезан, сливочное масло, белое сухое вино;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-pomidorami-kardinale-36443
Ризотто с семгой;форель, рис арборио, лук-шалот, сыр пармезан, сливочное масло, укроп, лимон, чеснок, овощной бульон, белое сухое вино, оливковое масло;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-semgoj-41384
Ризотто «Четыре сыра»;сливочное масло, репчатый лук, рис карнароли, сыр грана-падано, куриный бульон, сыр горгонзола, сыр фонтина, сыр эмменталь, морская соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-chetire-sira-21973
Ризотто с куриной грудкой;рис арборио, репчатый лук, чеснок, куриное филе, белое сухое вино, сыр пармезан, шафран, соль, молотый черный перец;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kurinoj-grudkoj-40389
Ризотто с маскарпоне;сливочное масло, куриный бульон, свежий тимьян, оливковое масло, репчатый лук, чеснок, белое сухое вино, рис карнароли, соль, молотый черный перец, сыр пармезан, сыр маскарпоне;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-maskarpone-16328
Ризотто с маскарпоне;сливочное масло, куриный бульон, свежий тимьян, оливковое масло, репчатый лук, чеснок, белое сухое вино, рис карнароли, соль, молотый черный перец, сыр пармезан, сыр маскарпоне;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-maskarpone-16328
Ризотто с запеченными помидорами;помидоры черри, оливковое масло, чеснок, листья базилика, паста из вяленых помидоров, рис карнароли, вяленые помидоры в масле, сливочное масло, красный лук, шафран, белое сухое вино, сыр пармезан, сливки 35%-ные, соль, молотый черный перец, консервированная кукуруза;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-zapechennimi-pomidorami-18759
Ризотто с курицей и пармезаном;курица, стебель сельдерея, репчатый лук, морковь, сливочное масло, белое сухое вино, рис арборио, сыр пармезан, соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricej-i-parmezanom-15991
Ризотто из перловки;растительное масло, репчатый лук, перловая крупа, куриный бульон, сыр маскарпоне, твердый сыр, петрушка, соль, молотый черный перец;Ризотто;Авторская кухня;https://eda.ru/recepty/rizotto/rizotto-iz-perlovki-152252
Ризотто по-деревенски;рис, замороженный зеленый горошек , зеленая стручковая фасоль (замороженная), цветная капуста, сушеный орегано, сушеный эстрагон, оливковое масло, соль, молотый черный перец, белый винный уксус;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-po-derevenski-47722
Ризотто с чеддером;рис арборио, сливочное масло, лук-порей, белое сухое вино, сыр чеддер, овощной бульон, дижонская горчица;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-chedderom-41617
Ризотто с грибами;круглый рис, белые грибы, оливковое масло, чеснок, лук-шалот, сливочное масло, тертый сыр пармезан , овощной бульон, соль, молотый черный перец;Ризотто;Французская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribami-93404
Ризотто с горошком;сливочное масло, репчатый лук, куриный бульон, рис арборио, зеленый горошек, тертый сыр пармезан , соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-goroshkom-138384
Ризотто с красным вином;оливковое масло, репчатый лук, рис арборио, красное сухое вино, сливочное масло, куриный бульон, тертый сыр пармезан ;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krasnim-vinom-20675
Ризотто с морепродуктами;оливковое масло, рыбный бульон, репчатый лук, чеснок, стебель сельдерея, рис для ризотто, мидии в ракушках, филе синеглазки, очищенные креветки, рубленая петрушка, орегано, листья тмина;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-moreproduktami-19819
Ризотто с креветками и грибами;рис, свежие грибы, очищенные креветки, сыр, белое сухое вино, куриный бульон, сливочное масло, оливковое масло, лук, чеснок;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krevetkami-i-gribami-92960
Ризотто с крабом;рис, лук-шалот, оливковое масло, белое сухое вино, бульон из креветок, твердый сыр, мясо краба;Ризотто;Авторская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krabom-140074
Ризотто с курицей и грибами;шампиньоны, куриное филе, жасминовый тайский рис, красный сладкий перец, репчатый лук, чеснок, помидоры черри, томатная паста , белое сухое вино, тертый имбирь;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricej-gribami-26854
Ризотто с креветками и тобанджаном;рис арборио, креветки, репчатый лук, рыбный бульон, сливки, вермут, растительное масло, сливочное масло, рубленая петрушка, соль, соус тобадзян;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krevetkami-i-tobandzhanom-37616
Ризотто с морским коктейлем;репчатый лук, рис, оливковое масло extra virgin, белое сухое вино, шафран, рыбный бульон, соль, коктейль из морепродуктов;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-morskim-koktejlem-46442
Ризотто с лесными грибами;рис бомба, замороженные лесные грибы, бальзамический крем, оливковое масло, сушеный базилик, куриный бульон, молотый сушеный чеснок;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lesnimi-gribami-46575
Ризотто с водкой и луком;рис, оливковое масло, зеленый лук, водка, овощной бульон, лимон, шнитт-лук, сыр пармезан, пармская ветчина, соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-vodkoj-lukom-17461
Ризотто с морковью и курицей;куриные крылья, лук-порей, соль, рис, морковь, бекон, лук-шалот, стебель сельдерея, лавровый лист, чеснок, шалфей, розмарин, рубленая петрушка, белое сухое вино, сливочное масло, тертый сыр пармезан , оливковое масло extra virgin, репчатый лук;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-morkovju-i-kuricej-36520
Ризотто с морепродуктами и помидорами;морепродукты, оливковое масло extra virgin, петрушка, листья базилика, репчатый лук, рис карнароли, белое сухое вино, помидоры пелати, рыбный бульон, соль, молотый черный перец, перец чили хлопьями;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-moreproduktami-i-pomidorami-152142
Ризотто с тыквой и голубым сыром;тыква, молоко, сыр горгонзола, рис для ризотто, сливочное масло, лук-шалот, белое сухое вино, куриный бульон, соль, тыквенное пюре, тертый сыр пармезан , молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-tykvoy-i-golubym-syrom-151385
Ризотто с тартаром;рис для ризотто, лук-шалот, чеснок, свежий тимьян, оливковое масло, белое сухое вино, сливочное масло, сыр пармезан, соль, куриный бульон, молотый черный перец, петрушка, мраморная говядина, перепелиное яйцо;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-tartarom-28711
Ризотто с рукколой;замороженный зеленый горошек , куриный бульон, чеснок, зеленый лук, рис арборио, рукола, морская соль, молотый черный перец, растительное масло, тертый сыр пармезан ;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-rukkoloj-21927
Ризотто с курицей и овощами;рис, куриное филе, сливочное масло, мясной бульон, оливковое масло, репчатый лук, морковь, помидоры, сладкий перец, молотый кориандр , соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricej-i-ovoshhami-43323
Ризотто с горохом и беконом;сливочное масло, репчатый лук, растительное масло, бекон, горох, рис, куриный бульон, молотый тмин, тертый сыр пармезан ;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gorohom-bekonom-19565
Ризотто с лисичками и пармезаном;рис арборио, репчатый лук, оливковое масло, лисички, мясной бульон, зеленый лук, тертый сыр пармезан ;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lisichkami-i-parmezanom-17439
Ризотто с курицей, овощами и пармезаном;сливочное масло, куриное филе, соль, молотый черный перец, репчатый лук, рис, мясной бульон, сельдерей, красный сладкий перец, помидоры, морковь, сыр пармезан, базилик;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricej-ovoshhami-i-parmezanom-31704
Ризотто с лисичками и трюфельным маслом;лисички, оливковое масло, сливочное масло, лук-шалот, рис арборио, белое сухое вино, сыр пармезан, трюфельное масло, свежий тимьян, соль, базилик, грибной бульон, чеснок, петрушка;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lisichkami-i-tryufelnym-maslom-152687
Ризотто с лисичками и сметаной;лисички, рис карнароли, репчатый лук, растительное масло, сметана, чеснок, сливки;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lisichkami-i-smetanoy-140024
Ризотто с курицей и овощами;рис, куриное филе, сливочное масло, мясной бульон, оливковое масло, репчатый лук, морковь, помидоры, сладкий перец, молотый кориандр , соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricej-i-ovoshhami-43323
Ризотто с тунцом и шампиньонами;рис, белое сухое вино, овощной бульон, консервированный тунец в собственном соку, свежие шампиньоны, репчатый лук, замороженный зеленый горошек , тертый твердый сыр, оливковое масло;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-tuncom-i-shampinonami-33598
Ризотто с белым вином;репчатый лук, сливочное масло, рис, куриный бульон, белое сухое вино;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-belim-vinom-16019
Ризотто с сосисками;сливочное масло, рис карнароли, сыр грана-падано, репчатый лук, мясной бульон, белое сухое вино, сосиски, специи, растительное масло;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-sosiskami-16360
Ризотто с индейкой, грибами и шалфеем;рис арборио, филе индейки, свежие шампиньоны, куриный бульон, красный лук, чеснок, белое сухое вино, листья шалфея, тертый сыр пармезан , морская соль, молотый черный перец, сливочное масло, оливковое масло, лимон;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-indejkoj-gribami-i-shalfeem-35912
Ризотто «Гамбери» с креветками и шпинатом;рис арборио, тигровые креветки, замороженный шпинат, оливковое масло, сыр грана-падано, сыр горгонзола, сливки 35%-ные, сливочное масло, соль, белое сухое вино;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-gamberi-s-krevetkami-i-shpinatom-34791
Ризотто со шпинатом;рис арборио, репчатый лук, перья чеснока, лук-порей, шпинат, овощной бульон, оливковое масло extra virgin, молодой укроп, молодой фенхель, лимон, соль, молотый черный перец, тертый сыр пармезан , листья кервеля, белое вино;Ризотто;Греческая кухня;https://eda.ru/recepty/rizotto/rizotto-so-shpinatom-30377
Ризотто с белыми грибами и петрушкой;рис, белые грибы, чеснок, оливковое масло, сливочное масло, петрушка, грибной бульон, тертый сыр пармезан , соль;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-belimi-gribami-i-petrushkoj-16744
Ризотто с морепродуктами и спаржей;рис арборио, оливковое масло, лук-шалот, шафран, креветки, кальмары, гребешки, зеленая спаржа, рыбный бульон, сливочное масло, сливки 30%-ные, тертый сыр пармезан ;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-moreproduktami-i-sparzhej-36113
Ризотто с белыми грибами и пармезаном.;рис, оливковое масло, сливочное масло, лук-шалот, сыр пармезан, рыбный бульон, петрушка, белые грибы, белое вино;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-belymi-gribami-i-parmezanom-29625
Ризотто в шампиньонами;рис арборио, бульон, шампиньоны, чеснок, тертый сыр пармезан , сливочное масло, белое сухое вино, оливковое масло, соль, молотый шафран, молотый черный перец;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-v-shampinonami-47034
Ризотто с белыми грибами;рис карнароли, белое сухое вино, мясной бульон, белые грибы, сыр пармезан, сливочное масло, зелень, репчатый лук;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-belimi-gribami-46727
Ризотто с грибами и мадерой;шампиньоны, сушеные белые грибы, сливочное масло, репчатый лук, рис карнароли, сухая мадера, сыр пармезан, тертый сыр пармезан ;Ризотто;Ризотто с грибами;https://eda.ru/recepty/rizotto/rizotto-s-gribami-i-maderoj-17659
Ризотто с шампанским и тигровыми креветками;рис арборио, тигровые креветки, куриный бульон, белое сухое игристое вино, сливки 35%-ные, чеснок, лук, тимьян, сыр пармезан, оливковое масло, сливочное масло, соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-shampanskim-i-tigrovimi-krevetkami-33206
Ризотто с грибами и мадерой;шампиньоны, сушеные белые грибы, сливочное масло, репчатый лук, рис карнароли, сухая мадера, сыр пармезан, тертый сыр пармезан ;Ризотто;Ризотто с грибами;https://eda.ru/recepty/rizotto/rizotto-s-gribami-i-maderoj-17659
Ризотто с шампанским и тигровыми креветками;рис арборио, тигровые креветки, куриный бульон, белое сухое игристое вино, сливки 35%-ные, чеснок, лук, тимьян, сыр пармезан, оливковое масло, сливочное масло, соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-shampanskim-i-tigrovimi-krevetkami-33206
Ризотто с курицей в сливочном соусе;куриная грудка, круглый рис, лук, чеснок, сыр, сливки, подсолнечное масло, сливочное масло, карри, соль, сладкий перец, молотый черный перец, прованские травы;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricey-v-slivochnom-souse-125349
Ризотто с запеченными томатами;помидоры, чеснок, тимьян, оливковое масло, овощной бульон, репчатый лук, фенхель, сливочное масло, рис арборио, сухой вермут, сыр пармезан;Ризотто;Вегетарианская еда;https://eda.ru/recepty/rizotto/rizotto-s-zapechennymi-tomatami-137739
Ризотто ди маре;рис арборио, оливковое масло extra virgin, перец чили, чесночное масло, помидоры черри, кальмары, мидии, специи, тигровые креветки, соль, зелень, рыбный бульон, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-di-mare-32825
Ризотто из пророщенной пшеницы;пшеница для проращивания, сливочное масло, лук-порей, белое сухое вино, сливки, сыр пармезан, зелень фенхеля, соль;Ризотто;Вегетарианская еда;https://eda.ru/recepty/rizotto/rizotto-iz-proroschennoy-pshenicy-126200
Ризотто с креветками и белым вином;куриный бульон, белое сухое вино, сливочное масло, чесночная паста, красный перец хлопьями, репчатый лук, креветки, рис арборио, рубленая петрушка;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krevetkami-belim-vinom-20922
Ризотто со спаржей;свежая спаржа, оливковое масло, куриный бульон, репчатый лук, рис для ризотто, тертый сыр пармезан , сливки;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-so-sparzhey-19519
Ризотто с шафраном и лисичками;рис карнароли, лук-шалот, оливковое масло, белое вино, овощной бульон, чеснок, лисички, тимьян, сыр пармезан, сливочное масло, петрушка, соль, молотый черный перец, шафран;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-shafranom-i-lisichkami-79974
Ризотто с грушей и горгонзолой;сливочное масло, груши, сахар, репчатый лук, куриный бульон, рис арборио, белое сухое вино, сыр горгонзола;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-grushej-gorgonzoloj-25841
Ризотто с лососем и укропом;цукини, репчатый лук, зеленая стручковая фасоль, оливковое масло, сливочное масло, укроп, соль, молотый черный перец, рис, овощной бульон, филе лосося;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lososem-ukropom-15567
Ризотто с грибным ассорти;рис карнароли, лук-шалот, чеснок, стебель сельдерея, белое полусухое вино, свежие грибы, оливковое масло, овощной бульон, сливочное масло, тертый сыр пармезан , рубленая петрушка, морская соль, свежемолотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribnym-assorti-79970
Ризотто с грибами, креветками и шпинатом;рис арборио, шампиньоны, очищенные королевские креветки , шпинат, лук, чеснок, оливковое масло, сыр пармезан, овощной бульон;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribami-krevetkami-i-shpinatom-140372
Ризотто с белыми грибами и зеленью;рис, белые грибы, оливковое масло, репчатый лук, белое сухое вино, кедровые орехи, молотый черный перец, зелень;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribami-55719
Ризотто с белыми грибами и зеленью;рис, белые грибы, оливковое масло, репчатый лук, белое сухое вино, кедровые орехи, молотый черный перец, зелень;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribami-55719
Ризотто с лисичками и луком-шалотом;куриный бульон, рис арборио, вода, оливковое масло, сливочное масло, лук-шалот, лисички, сыр пармезан, шнитт-лук, молотый черный перец, морская соль;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lisichkami-i-lukom-shalotom-18167
Ризотто из перловки с апельсиновой цедрой;перловая крупа, цедра апельсина, куриный бульон, тимьян, сливочное масло, тертый сыр пармезан , соль, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-iz-perlovki-26599
Ризотто по-корсикански с морским чертом;рис арборио, филе морского черта, репчатый лук, шампиньоны, чеснок, сыр пармезан, сыр маскарпоне, сливочное масло, оливковое масло, шардоне, сливки 35%-ные, овощной бульон, розмарин, соус демигляс, тимьян, соль, рисовое тесто, молотый черный перец;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-po-korsikanski-s-morskim-chertom-30405
Ризотто по-милански с шафраном;куриный бульон, имеретинский шафран, сливочное масло, репчатый лук, рис арборио, белое сухое вино, сыр пармезан, соль, черный перец горошком;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-po-milanski-s-shafranom-33950
Ризотто из дзавара и чечевицы с тыквой;круглозерная пшеница (дзавар), зеленая чечевица, тыква, чеснок, тимьян, розмарин, растительное масло, кокосовые сливки, овощной бульон, очищенные жареные семечки тыквы, проростки зеленого гороха, оливковое масло, молотый черный перец, соль;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-iz-dzavara-i-chechevicy-s-tykvoy-137579
Ризотто с лисичками и желе из укропа;лук-шалот, чеснок, рис арборио, белое сухое вино, сливочное масло, оливковое масло, лисички, грибной бульон, тертый сыр пармезан , укроп, вода, агар-агар, соль;Ризотто;Авторская кухня;https://eda.ru/recepty/rizotto/rizotto-s-lisichkami-i-zhele-iz-ukropa-139724
Ризотто с белыми грибами и пармезаном;рис, сушеные грибы, грибной бульон, белое сухое вино, чеснок, оливковое масло, сыр пармезан;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-belimi-gribami-i-parmezanom-16027
Ризотто с курицей и двумя сырами;рис, куриный бульон, замороженные овощи , куриное филе, сливки, сыр чеддер, оливковое масло, тертый сыр пармезан , репчатый лук;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-kuricej-i-dvumja-sirami-17254
Ризотто с креветками и кукурузой;рис, чеснок, репчатый лук, креветки, помидоры, консервированная кукуруза, сельдерей, куриное яйцо, соль, молотый черный перец, пряности;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krevetkami-i-kukuruzoj-31127
Ризотто с зеленым горошком, спаржей и шафраном;замороженный зеленый горошек , зеленая спаржа, шафран, оливковое масло, репчатый лук, рис для ризотто, овощной бульон, тертый сыр пармезан ;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-zelenim-goroshkom-sparzhej-shafranom-19820
Ризотто с овощами, луком и морковью;рис, репчатый лук, морковь, сладкий перец, оливковое масло, консервированная кукуруза, соль, зелень;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-ovoschami-lukom-i-morkovyu-30506
Ризотто с грушами и синим сыром;рис арборио, груши, сыр горгонзола, репчатый лук, петрушка, белое сухое вино, сливочное масло, морковь, стебель сельдерея, лавровый лист, чеснок, черный перец горошком, морская соль;Ризотто;Европейская кухня;https://eda.ru/recepty/rizotto/rizotto-s-grushami-i-sinim-syrom-58581
Ризотто с кроликом и оливками;филе кролика, рис арборио, помидоры, репчатый лук, стебель сельдерея, морковь, чеснок, оливки без косточек, сало, розмарин, красное сухое вино, оливковое масло, душистый перец горошком, лавровый лист, свежемолотый черный перец, морская соль;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-krolikom-i-olivkami-68919
Ризотто с тыквой и горгонзолой;рис арборио, тыква, сыр горгонзола, сливочное масло, лук-шалот, белое сухое вино, оливковое масло, соль, свежемолотый черный перец, бульон, розмарин;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-tykvoy-i-gorgonzoloy-125379
Ризотто с грибами, пармезаном и сметаной;рис арборио, грибной бульон, оливковое масло, сливки 10%-ные, сливочное масло, сыр пармезан, сметана 10%-ная, подосиновики, замороженные белые грибы, лук-сибулет, соль;Ризотто;Итальянская кухня;https://eda.ru/recepty/rizotto/rizotto-s-gribami-parmezanom-i-smetanoy-126464
